card_type,card_set,card_name,quest_type,quest_any_kind_requirement,plot_quest,intrigue_type,building_cost,quest_requirement_text,quest_reward_text,static_resources_text,owner_resources_text,resource_accum_text,building_location,card_text,quest_effects_text,quest_effects_text_zh,possible_lore_text,card_scene_name,image_large_id,image_file,display_name,source_file,variant_count,variant_card_names,translation_versions,zh_codex_name,zh_codex_card_text,zh_codex_possible_lore_text,zh_codex_building_location,zh_printed_name,zh_printed_card_text,zh_printed_possible_lore_text,zh_printed_building_location
lord,base,Caladorn Cassalanter,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Skullduggery Quest and each Warfare Quest you completed.",,,"Seen by many as the layabout son of a noble
family, Caladorn has quietly taken control
of the ships that protect Waterdeep's coast.",LW_Lord_02,LW_Lord_02,assets/cards/LW_Lord_02.webp,Key_CaladornCassalanter,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""卡拉多恩·卡萨兰特"", ""card_text"": ""游戏结束时，你每完成 1 个阴谋任务或战争任务，获得 4 VP。"", ""possible_lore_text"": ""在许多人眼中，卡拉多恩只是贵族家庭里游手好闲的儿子；实际上，他已悄然掌控了守护深水城海岸的舰船。"", ""building_location"": """"}}",卡拉多恩·卡萨兰特,游戏结束时，你每完成 1 个阴谋任务或战争任务，获得 4 VP。,在许多人眼中，卡拉多恩只是贵族家庭里游手好闲的儿子；实际上，他已悄然掌控了守护深水城海岸的舰船。,,,,,
lord,base,Durnan the Wanderer,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Commerce Quest and each Warfare Quest you completed.",,,"A retired adventurer, Durnan owns the
Yawning Portal, a tavern that stands above
an entrance to Undermountain.",LW_Lord_03,LW_Lord_03,assets/cards/LW_Lord_03.webp,Key_DurnantheWanderer,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""杜尔南·流浪者"", ""card_text"": ""游戏结束时，你每完成 1 个商业任务或战争任务，获得 4 VP。"", ""possible_lore_text"": ""身为退休冒险者，杜尔南拥有哈欠门酒馆；这座酒馆坐落在地脉迷城的一处入口之上。"", ""building_location"": """"}}",杜尔南·流浪者,游戏结束时，你每完成 1 个商业任务或战争任务，获得 4 VP。,身为退休冒险者，杜尔南拥有哈欠门酒馆；这座酒馆坐落在地脉迷城的一处入口之上。,,,,,
lord,base,"Khelben Arunsun, the Blackstaff",,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Arcana Quest and each Warfare Quest you completed.",,,"The master of Blackstaff Tower, the
accomplished wizard Khelben is famous
for founding and then abandoning
numerous organizations.",LW_Lord_04,LW_Lord_04,assets/cards/LW_Lord_04.webp,Key_KhelbenArunsuntheBlackstaff,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""凯尔本“黑杖”奥罗桑"", ""card_text"": ""游戏结束时，你每完成 1 个奥术任务或战争任务，获得 4 VP。"", ""possible_lore_text"": ""作为黑杖塔之主，技艺卓绝的法师凯尔本因创立并随后抛弃过众多组织而闻名。"", ""building_location"": """"}}",凯尔本“黑杖”奥罗桑,游戏结束时，你每完成 1 个奥术任务或战争任务，获得 4 VP。,作为黑杖塔之主，技艺卓绝的法师凯尔本因创立并随后抛弃过众多组织而闻名。,,,,,
lord,base,Kyriani Agrivar,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Arcana Quest and each Piety Quest you completed.",,,"A mischievous half-drow, Kyriani is a master
of manipulation who has come to terms with
her dual heritage of good and evil.",LW_Lord_05,LW_Lord_05,assets/cards/LW_Lord_05.webp,Key_KyrianiAgrivar,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""基里亚尼·阿格里瓦尔"", ""card_text"": ""游戏结束时，你每完成 1 个奥术任务或虔诚任务，获得 4 VP。"", ""possible_lore_text"": ""基里亚尼是一名爱恶作剧的半卓尔，也是操纵人心的大师；她已经接受了自己善与恶并存的双重血脉。"", ""building_location"": """"}}",基里亚尼·阿格里瓦尔,游戏结束时，你每完成 1 个奥术任务或虔诚任务，获得 4 VP。,基里亚尼是一名爱恶作剧的半卓尔，也是操纵人心的大师；她已经接受了自己善与恶并存的双重血脉。,,,,,
lord,base,Larissa Neathal,,,False,,,,,,,,,"At the end of the game, you score 6 VP for each Building you control.",,,"Known for her extravagant court parties
and her ability to blend in anywhere,
Larissa uses a courtesan facade to hide
her skill at information gathering.",LW_Lord_06,LW_Lord_06,assets/cards/LW_Lord_06.webp,Key_LarissaNeathal,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""拉丽莎·尼萨尔"", ""card_text"": ""游戏结束时，你每控制 1 座建筑，获得 6 VP。"", ""possible_lore_text"": ""拉丽莎以奢华宫廷宴会和能融入任何场合的本领闻名；她以交际花的外表掩饰自己搜集情报的才能。"", ""building_location"": """"}}",拉丽莎·尼萨尔,游戏结束时，你每控制 1 座建筑，获得 6 VP。,拉丽莎以奢华宫廷宴会和能融入任何场合的本领闻名；她以交际花的外表掩饰自己搜集情报的才能。,,,,,
lord,base,Mirt the Moneylender,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Commerce Quest and each Piety Quest you completed.",,,"To outsiders, Mirt appears to be little more
than a drunk and a braggart. This disguise
hides his true cunning and wit.",LW_Lord_07,LW_Lord_07,assets/cards/LW_Lord_07.webp,Key_MirttheMoneylender,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""放贷人米尔特"", ""card_text"": ""游戏结束时，你每完成 1 个商业任务或虔诚任务，获得 4 VP。"", ""possible_lore_text"": ""在外人眼中，米尔特不过是个醉汉兼吹牛大王；这层伪装掩盖了他真正的狡黠与机智。"", ""building_location"": """"}}",放贷人米尔特,游戏结束时，你每完成 1 个商业任务或虔诚任务，获得 4 VP。,在外人眼中，米尔特不过是个醉汉兼吹牛大王；这层伪装掩盖了他真正的狡黠与机智。,,,,,
lord,base,Nindil Jalbuck,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Piety Quest and each Skullduggery Quest you completed.",,,"The real Nindil was a good-natured halfling
and man of the people, who has since been
replaced by a doppelganger named Hlaavin.",LW_Lord_08,LW_Lord_08,assets/cards/LW_Lord_08.webp,Key_NindilJalbuck,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""宁迪尔·贾尔巴克"", ""card_text"": ""游戏结束时，你每完成 1 个虔诚任务或阴谋任务，获得 4 VP。"", ""possible_lore_text"": ""真正的宁迪尔是一名性情和善的半身人，深受平民爱戴；后来他被名叫哈文的变形怪取而代之。"", ""building_location"": """"}}",宁迪尔·贾尔巴克,游戏结束时，你每完成 1 个虔诚任务或阴谋任务，获得 4 VP。,真正的宁迪尔是一名性情和善的半身人，深受平民爱戴；后来他被名叫哈文的变形怪取而代之。,,,,,
lord,base,Nymara Scheiron,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Commerce Quest and each Skullduggery Quest you completed.",,,"Aggresive and fearless, the one-time
thief known as ""Kitten"" brings pragmatism
and a knowledge of the common citizen
to the Lords of Waterdeep.",LW_Lord_09,LW_Lord_09,assets/cards/LW_Lord_09.webp,Key_NymaraScheiron,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""妮玛拉·谢伦"", ""card_text"": ""游戏结束时，你每完成 1 个商业任务或阴谋任务，获得 4 VP。"", ""possible_lore_text"": ""昔日以“小猫”之名为人所知的盗贼妮玛拉大胆无畏、行事果决；她为深水城领主带来了务实作风，以及对普通市民的了解。"", ""building_location"": """"}}",妮玛拉·谢伦,游戏结束时，你每完成 1 个商业任务或阴谋任务，获得 4 VP。,昔日以“小猫”之名为人所知的盗贼妮玛拉大胆无畏、行事果决；她为深水城领主带来了务实作风，以及对普通市民的了解。,,,,,
lord,base,Piergeiron the Paladinson,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Piety Quest and each Warfare Quest you completed.",,,"A deliberate and honorable man, Piergeiron
often pretends to be slow of wit to lull his
enemies into underestimating him.",LW_Lord_10,LW_Lord_10,assets/cards/LW_Lord_10.webp,Key_PiergeironthePaladinson,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""圣武士之子皮尔吉隆"", ""card_text"": ""游戏结束时，你每完成 1 个虔诚任务或战争任务，获得 4 VP。"", ""possible_lore_text"": ""皮尔吉隆为人审慎而正直；他常假装迟钝，以诱使敌人低估他。"", ""building_location"": """"}}",圣武士之子皮尔吉隆,游戏结束时，你每完成 1 个虔诚任务或战争任务，获得 4 VP。,皮尔吉隆为人审慎而正直；他常假装迟钝，以诱使敌人低估他。,,,,,
lord,base,Sammereza Sulphontis,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Arcana Quest and each Commerce Quest you completed.",,,"Known as Sammer to his friends,
Sammereza is a master trade lord whose
sharp eyes never miss a detail.",LW_Lord_11,LW_Lord_11,assets/cards/LW_Lord_11.webp,Key_SammerezaSulphontis,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""萨姆雷扎·萨尔方提斯"", ""card_text"": ""游戏结束时，你每完成 1 个奥术任务或商业任务，获得 4 VP。"", ""possible_lore_text"": ""朋友们称萨姆雷扎为“萨默”。他是一位贸易领主大师，锐利的双眼从不错过任何细节。"", ""building_location"": """"}}",萨姆雷扎·萨尔方提斯,游戏结束时，你每完成 1 个奥术任务或商业任务，获得 4 VP。,朋友们称萨姆雷扎为“萨默”。他是一位贸易领主大师，锐利的双眼从不错过任何细节。,,,,,
lord,none,Masked Lord,,,False,,,,,,,,,,,,"The city of Waterdeep is administered
by a secret council of powerful individuals
known as the Lords of Waterdeep.",LW_Lord_00,LW_Lord_00,assets/cards/LW_Lord_00.webp,Key_MaskedLord,cards_lords.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""假面领主"", ""card_text"": """", ""possible_lore_text"": ""深水城由一个强大人物组成的秘密议会治理，他们被称为深水城领主。"", ""building_location"": """"}}",假面领主,,深水城由一个强大人物组成的秘密议会治理，他们被称为深水城领主。,,,,,
lord,skullport,Irusyl Eraneth,,,False,,,,,,,,,"At the end of the game, choose 1 Quest type. You score 6 VP for each Quest you completed of the chosen type.",,,"This mysterious Skullport archmage is
actually a disguise for Laeral Silverhand,
the Lady Mage of Waterdeep and
Chosen of Mystra.",SP_Lord_01,SP_Lord_01,assets/cards/SP_Lord_01.webp,Key_IrusylEraneth,cards_lords_SP.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""伊露西尔·埃兰斯"", ""card_text"": ""游戏结束时，选择 1 种任务类型。你每完成 1 个该类型的任务，获得 6 VP。"", ""possible_lore_text"": ""这位神秘的骷髅港大法师，其实是莱拉·银手的伪装；她是深水城女法师，也是密斯特拉选民。"", ""building_location"": """"}}",伊露西尔·埃兰斯,游戏结束时，选择 1 种任务类型。你每完成 1 个该类型的任务，获得 6 VP。,这位神秘的骷髅港大法师，其实是莱拉·银手的伪装；她是深水城女法师，也是密斯特拉选民。,,,,,
lord,skullport,Sangalor,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each non-Mandatory Skullport Quest you completed and each Skullport Building you control.",,,"Sangalor, a priest of Oghma,
believes he has risen above the
base nature of his illithid heritage.",SP_Lord_02,SP_Lord_02,assets/cards/SP_Lord_02.webp,Key_Sangalor,cards_lords_SP.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""桑加洛"", ""card_text"": ""游戏结束时，你每完成 1 个非强制的骷髅港任务，以及每控制 1 座骷髅港建筑，获得 4 VP。"", ""possible_lore_text"": ""欧格玛的牧师桑加洛相信自己已经超越了夺心魔血统中卑劣的本性。"", ""building_location"": """"}}",桑加洛,游戏结束时，你每完成 1 个非强制的骷髅港任务，以及每控制 1 座骷髅港建筑，获得 4 VP。,欧格玛的牧师桑加洛相信自己已经超越了夺心魔血统中卑劣的本性。,,,,,
lord,skullport,The Xanathar,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each Corruption in your Tavern.",,,"Also known as the Eye, the Xanathar
controls most of the criminal activities
in Waterdeep and Skullport.",SP_Lord_03,SP_Lord_03,assets/cards/SP_Lord_03.webp,Key_TheXanathar,cards_lords_SP.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""珊娜萨"", ""card_text"": ""游戏结束时，你酒馆中每有 1 个腐化，获得 4 VP。"", ""possible_lore_text"": ""珊娜萨又被称为“眼主”，掌控着深水城和骷髅港的大部分犯罪活动。"", ""building_location"": """"}}",珊娜萨,游戏结束时，你酒馆中每有 1 个腐化，获得 4 VP。,珊娜萨又被称为“眼主”，掌控着深水城和骷髅港的大部分犯罪活动。,,,,,
lord,undermountain,Danilo Thann,,,False,,,,,,,,,"At the end of the game, you score 3 VP for each non-Mandatory Quest you completed.",,,"Most see Danilo as just a dandy with
a charming smile, but behind this
demeanor is a clever and capable bard.",UM_Lord_01,UM_Lord_01,assets/cards/UM_Lord_01.webp,Key_DaniloThann,cards_lords_UM.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""丹尼洛·坦恩"", ""card_text"": ""游戏结束时，你每完成 1 个非强制任务，获得 3 VP。"", ""possible_lore_text"": ""多数人只把丹尼洛看作带着迷人微笑的纨绔子弟；但在这副姿态背后，是一位聪明而能干的吟游诗人。"", ""building_location"": """"}}",丹尼洛·坦恩,游戏结束时，你每完成 1 个非强制任务，获得 3 VP。,多数人只把丹尼洛看作带着迷人微笑的纨绔子弟；但在这副姿态背后，是一位聪明而能干的吟游诗人。,,,,,
lord,undermountain,Halaster Blackcloak,,,False,,,,,,,,,"At the end of the game, you score 4 VP for each non-Mandatory Undermountain Quest you completed and each Undermountain Building you control.",,,"The Mad Mage of Undermountain
transformed the Underhalls
into a playground for himself
and a death trap to others.",UM_Lord_02,UM_Lord_02,assets/cards/UM_Lord_02.webp,Key_HalasterBlackcloak,cards_lords_UM.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""海拉斯特·黑袍"", ""card_text"": ""游戏结束时，你每完成 1 个非强制的地脉迷城任务，以及每控制 1 座地脉迷城建筑，获得 4 VP。"", ""possible_lore_text"": ""地脉迷城的疯法师将地下厅堂改造成了自己的游乐场，也变成了他人的死亡陷阱。"", ""building_location"": """"}}",海拉斯特·黑袍,游戏结束时，你每完成 1 个非强制的地脉迷城任务，以及每控制 1 座地脉迷城建筑，获得 4 VP。,地脉迷城的疯法师将地下厅堂改造成了自己的游乐场，也变成了他人的死亡陷阱。,,,,,
lord,undermountain,Trobriand,,,False,,,,,,,,,"At the end of the game, you score 5 VP for each Quest you completed worth at least 10VP.",,,"An apprentice of Halastar, Trobriand
creates animated metal monstrosities
deep in Undermountain.",UM_Lord_03,UM_Lord_03,assets/cards/UM_Lord_03.webp,Key_Trobriand,cards_lords_UM.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex translation using locked project terminology, 2026-05-27"", ""name"": ""卓布伦德"", ""card_text"": ""游戏结束时，你每完成 1 个价值至少 10 VP 的任务，获得 5 VP。"", ""possible_lore_text"": ""作为海拉斯特的一名学徒，卓布伦德在地脉迷城深处创造出活化金属怪物。"", ""building_location"": """"}}",卓布伦德,游戏结束时，你每完成 1 个价值至少 10 VP 的任务，获得 5 VP。,作为海拉斯特的一名学徒，卓布伦德在地脉迷城深处创造出活化金属怪物。,,,,,
quest,base,Fend Off Bandits,mandatory,,False,,,2 fighter; 1 wizard,2 VP,,,,,,,,"Not a glamorous endeavor,
but necessary.",LW_Intrigue_45,LW_Intrigue_45,assets/cards/LW_Intrigue_45.webp,Key_FendOffBandits,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""抵御强盗"", ""card_text"": """", ""possible_lore_text"": ""这算不上光彩的差事，却很有必要。"", ""building_location"": """"}}",抵御强盗,,这算不上光彩的差事，却很有必要。,,,,,
quest,base,Foil the Zhentarim,mandatory,,False,,,1 fighter; 1 rogue; 1 wizard,2 VP,,,,,,,,"The Zhentarim’s schemes of
world domination have spilled
into Waterdeep. They must be
stopped at all costs.",LW_Intrigue_46,LW_Intrigue_46,assets/cards/LW_Intrigue_46.webp,Key_FoiltheZhentarim,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""阻挠散塔林会"", ""card_text"": """", ""possible_lore_text"": ""散塔林会征服世界的阴谋已经蔓延到深水城。必须不惜代价阻止他们。"", ""building_location"": """"}}",阻挠散塔林会,,散塔林会征服世界的阴谋已经蔓延到深水城。必须不惜代价阻止他们。,,,,,
quest,base,Placate Angry Merchants,mandatory,,False,,,1 cleric; 1 fighter; 1 wizard,4 VP,,,,,,,,"Shrewd economic policies,
backed up by appropriate
authority, address the trade
guilds’ grievances.",LW_Intrigue_47,LW_Intrigue_47,assets/cards/LW_Intrigue_47.webp,Key_PlacateAngryMerchants,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""安抚愤怒商人"", ""card_text"": """", ""possible_lore_text"": ""精明的经济政策，再加上适当的权威背书，足以平息贸易行会的不满。"", ""building_location"": """"}}",安抚愤怒商人,,精明的经济政策，再加上适当的权威背书，足以平息贸易行会的不满。,,,,,
quest,base,Quell Riots,mandatory,,False,,,2 cleric; 1 fighter,4 VP,,,,,,,,"The peasants in the North
Ward are revolting!",LW_Intrigue_48,LW_Intrigue_48,assets/cards/LW_Intrigue_48.webp,Key_QuellRiots,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""平息骚乱"", ""card_text"": """", ""possible_lore_text"": ""北区的平民正在闹事！"", ""building_location"": """"}}",平息骚乱,,北区的平民正在闹事！,,,,,
quest,base,Repel Drow Invaders,mandatory,,False,,,1 cleric; 2 rogue,2 VP,,,,,,,,"Small bands of dark elves
continue to emerge from the
Underdark to harass the city.",LW_Intrigue_49,LW_Intrigue_49,assets/cards/LW_Intrigue_49.webp,Key_RepelDrowInvaders,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""击退卓尔入侵者"", ""card_text"": """", ""possible_lore_text"": ""一小股一小股黑暗精灵不断从幽暗地域现身，骚扰这座城市。"", ""building_location"": """"}}",击退卓尔入侵者,,一小股一小股黑暗精灵不断从幽暗地域现身，骚扰这座城市。,,,,,
quest,base,Stamp Out Cultists,mandatory,,False,,,1 cleric; 1 fighter; 1 rogue,2 VP,,,,,,,,"The Cult of the Dragon has
set up shop in the North
Ward. Find the cultists
and deal with them.",LW_Intrigue_50,LW_Intrigue_50,assets/cards/LW_Intrigue_50.webp,Key_StampOutCultists,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""铲除邪教徒"", ""card_text"": """", ""possible_lore_text"": ""龙巫教已经在北区落脚。找出这些邪教徒，处理掉他们。"", ""building_location"": """"}}",铲除邪教徒,,龙巫教已经在北区落脚。找出这些邪教徒，处理掉他们。,,,,,
quest,base,Expose Red Wizards' Spies,arcana,,False,,,2 gold; 1 cleric; 1 fighter; 2 rogue; 2 wizard,20 VP,,,,,Take 1 Intrigue card.,Draw 1 Intrigue card.,抽 1 张阴谋卡。,The Red Wizards of Thay use spies to gather information and sow discord throughout Waterdeep.,LW_Quest_01,LW_Quest_01,assets/cards/LW_Quest_01.webp,Key_ExposeRedWizardsSpies,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""揭露红袍巫师间谍"", ""card_text"": ""抽 1 张阴谋卡。"", ""possible_lore_text"": ""塞尔的红袍巫师利用间谍在深水城各处搜集情报、散播纷争。"", ""building_location"": """"}}",揭露红袍巫师间谍,抽 1 张阴谋卡。,塞尔的红袍巫师利用间谍在深水城各处搜集情报、散播纷争。,,,,,
quest,base,Host Festival for Sune,arcana,,False,,,4 gold; 2 fighter; 2 wizard,2 cleric; 9 VP,,,,,,,,"“Waterdeep’s festivals for Sune attract
the greatest bards in Faerûn. You
are sure to learn from them.”",LW_Quest_02,LW_Quest_02,assets/cards/LW_Quest_02.webp,Key_HostFestivalforSune,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""为淑妮举办庆典"", ""card_text"": """", ""possible_lore_text"": ""“深水城为淑妮举办的庆典会吸引费伦最杰出的吟游诗人。你一定能从他们身上学到东西。”"", ""building_location"": """"}}",为淑妮举办庆典,,“深水城为淑妮举办的庆典会吸引费伦最杰出的吟游诗人。你一定能从他们身上学到东西。”,,,,,
quest,base,Infiltrate Halaster's Circle,arcana,,False,,,2 gold; 5 wizard,25 VP,,,,,,,,"“Get in there and find out what
Halaster Blackcloak, the mad
wizard of Undermountain, is up to.”",LW_Quest_03,LW_Quest_03,assets/cards/LW_Quest_03.webp,Key_InfiltrateHalastersCircle,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""渗透海拉斯特的圈子"", ""card_text"": """", ""possible_lore_text"": ""“潜进去，查明地脉迷城的疯法师海拉斯特·黑袍到底在谋划什么。”"", ""building_location"": """"}}",渗透海拉斯特的圈子,,“潜进去，查明地脉迷城的疯法师海拉斯特·黑袍到底在谋划什么。”,,,,,
quest,base,Investigate Aberrant Infestation,arcana,,False,,,1 cleric; 1 fighter; 2 wizard,13 VP,,,,,Take 1 Intrigue card.,Draw 1 Intrigue card.,抽 1 张阴谋卡。,"Rumors of beholders and foulspawn in
the sewers have the citizenry on edge.",LW_Quest_04,LW_Quest_04,assets/cards/LW_Quest_04.webp,Key_InvestigateAberrantInfestation,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""调查异怪侵扰"", ""card_text"": ""抽 1 张阴谋卡。"", ""possible_lore_text"": ""下水道里有眼魔和邪秽怪物出没的传闻，让市民们惴惴不安。"", ""building_location"": """"}}",调查异怪侵扰,抽 1 张阴谋卡。,下水道里有眼魔和邪秽怪物出没的传闻，让市民们惴惴不安。,,,,,
quest,base,Recruit for Blackstaff Academy,arcana,,False,,,4 gold; 1 fighter; 1 rogue; 2 wizard,3 wizard; 6 VP,,,,,,,,"“Step on up—you could be the next
Khelben Arunsun.”",LW_Quest_05,LW_Quest_05,assets/cards/LW_Quest_05.webp,Key_RecruitforBlackstaffAcademy,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""为黑杖学院招募学员"", ""card_text"": """", ""possible_lore_text"": ""“快来吧，你或许就是下一位凯尔本·奥罗桑。”"", ""building_location"": """"}}",为黑杖学院招募学员,,“快来吧，你或许就是下一位凯尔本·奥罗桑。”,,,,,
quest,base,Research Chronomancy,arcana,,False,,,4 gold; 2 wizard,1 wizard; 4 VP,,,,,and return one of your assigned Agents to your pool.,Return up to 1 assigned Agent to your pool.,将至多 1 名已指派代理人返回你的代理人池。,Time magic has unlimited potential.,LW_Quest_06,LW_Quest_06,assets/cards/LW_Quest_06.webp,Key_ResearchChronomancy,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""研究时序魔法"", ""card_text"": ""并将你已指派的 1 名代理人返回你的代理人池。"", ""possible_lore_text"": ""时间魔法有着无穷潜力。"", ""building_location"": """"}}",研究时序魔法,并将你已指派的 1 名代理人返回你的代理人池。,时间魔法有着无穷潜力。,,,,,
quest,base,Retrieve Ancient Artifacts,arcana,,False,,,2 fighter; 1 rogue; 2 wizard,4 gold; 11 VP,,,,,,,,"Adventurers are needed to recover
treasures from the ancient
elven realm of Miyeritar.",LW_Quest_07,LW_Quest_07,assets/cards/LW_Quest_07.webp,Key_RetrieveAncientAtrifacta,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""寻回远古神器"", ""card_text"": """", ""possible_lore_text"": ""需要冒险者从古老精灵王国米叶瑞塔取回宝藏。"", ""building_location"": """"}}",寻回远古神器,,需要冒险者从古老精灵王国米叶瑞塔取回宝藏。,,,,,
quest,base,Steal Spellbook from Silverhand,arcana,,False,,,1 fighter; 2 rogue; 2 wizard,4 gold; 7 VP,,,,,Take 2 Intrigue cards.,Draw 1 Intrigue card.,抽 1 张阴谋卡。,"“Laeral Silverhand has a fascinating
collection of spellbooks.
Acquire one, please.”",LW_Quest_08,LW_Quest_08,assets/cards/LW_Quest_08.webp,Key_StealSpellbookfromSilverhand,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""窃取银手的法术书"", ""card_text"": ""抽 2 张阴谋卡。"", ""possible_lore_text"": ""“莱拉·银手收藏着一批迷人的法术书。请弄一本来。”"", ""building_location"": """"}}",窃取银手的法术书,抽 2 张阴谋卡。,“莱拉·银手收藏着一批迷人的法术书。请弄一本来。”,,,,,
quest,base,Domesticate Owlbears,arcana,,False,,,1 cleric; 2 wizard,2 gold; 1 fighter; 8 VP,,,,,,,,"“The City Guard could use these
reinforcements. Do they do tricks?”",LW_Quest_09,LW_Quest_09,assets/cards/LW_Quest_09.webp,Key_DomesticateOwlbears,cards_quests.lua,,,"{""zh_codex"": {""label"": ""中文校译"", ""source"": ""Codex quest translation using locked project terminology and local DND references, 2026-05-27"", ""name"": ""驯养枭熊"", ""card_text"": """", ""possible_lore_text"": ""“城市守卫联盟正需要这些增援。它们会表演把戏吗？”"", ""building_location"": """"}}",驯养枭熊,,“城市守卫联盟正需要这些增援。它们会表演把戏吗？”,,,,,
